Postal Code,FIPS code,County,City,State,Legislative District,Latitude,Longitude,2020 Census Tract
98526,53027,Grays Harbor,Amanda Park,WA,24,47.45917,-123.89691,53027000300
98524,53045,Mason,Allyn,WA,35,47.38173,-122.82984,53045960401
98520,53027,Grays Harbor,Aberdeen,WA,19,46.97606,-123.81619,53027001200
98516,53067,Thurston,Lacey,WA,22,47.08149,-122.75103,53067012225
98513,53067,Thurston,Olympia,WA,2,46.98876,-122.81754,53067012331
98512,53067,Thurston,Tumwater,WA,22,47.01359,-122.9131,53067010910
98509,53067,Thurston,Lacey,WA,22,47.03521,-122.80738,53067011410
98507,53067,Thurston,Olympia,WA,22,47.04117,-122.89588,53067010100
98506,53067,Thurston,Olympia,WA,22,47.05997,-122.87741,53067010300
98504,53067,Thurston,Olympia,WA,22,47.03956,-122.89166,53067010100
98503,53067,Thurston,Lacey,WA,2,47.04437,-122.82324,53067011627
98502,53067,Thurston,Olympia,WA,22,47.03779,-122.92333,53067012002
98501,53067,Thurston,Olympia,WA,22,47.03956,-122.89166,53067010400
98499,53053,Pierce,Lakewood,WA,29,47.16196,-122.51495,53053071805
98498,53053,Pierce,Lakewood,WA,28,47.17669,-122.54764,53053071902
98493,53053,Pierce,Tacoma,WA,28,47.13564,-122.57622,53053072903
98467,53053,Pierce,University Place,WA,28,47.20742,-122.54045,53053072313
98466,53053,Pierce,University Place,WA,28,47.23165,-122.53756,53053072309
98465,53053,Pierce,Tacoma,WA,27,47.24991,-122.5354,53053061002
98447,53053,Pierce,Tacoma,WA,29,47.14525,-122.44393,53053071504
98446,53053,Pierce,Tacoma,WA,29,47.09665,-122.37747,53053071306
98445,53053,Pierce,Tacoma,WA,29,47.16568,-122.40872,53053071412
98444,53053,Pierce,Tacoma,WA,29,47.15258,-122.43828,53053063502
98443,53053,Pierce,Tacoma,WA,25,47.19449,-122.36463,53053940004
98439,53053,Pierce,Lakewood,WA,28,47.12717,-122.52968,53053072000
98438,53053,Pierce,Joint Base Lewis Mcchord,WA,28,47.13872,-122.50156,53053072901
98433,53053,Pierce,Joint Base Lewis Mcchord,WA,28,47.08798,-122.60761,53053072908
98424,53053,Pierce,Fife,WA,25,47.23679,-122.35686,53053940013
98422,53053,Pierce,Tacoma,WA,27,47.28642,-122.37683,53053940011
98421,53053,Pierce,Tacoma,WA,27,47.2556,-122.40527,53053060200
98418,53053,Pierce,Tacoma,WA,27,47.22468,-122.43916,53053061900
98417,53053,Pierce,Tacoma,WA,27,47.27229,-122.48775,53053060500
98416,53053,Pierce,Tacoma,WA,27,47.26438,-122.48107,53053060700
98411,53053,Pierce,Tacoma,WA,29,47.22077,-122.47254,53053062600
98409,53053,Pierce,Tacoma,WA,29,47.2198,-122.47913,53053062801
98408,53053,Pierce,Tacoma,WA,27,47.20144,-122.44718,53053062400
98407,53053,Pierce,Tacoma,WA,27,47.29238,-122.51134,53053060800
98406,53053,Pierce,Tacoma,WA,28,47.26887,-122.52082,53053060908
98405,53053,Pierce,Tacoma,WA,27,47.24737,-122.48271,53053061700
98404,53053,Pierce,Tacoma,WA,27,47.21584,-122.41249,53053940007
98403,53053,Pierce,Tacoma,WA,27,47.26455,-122.46037,53053060600
98402,53053,Pierce,Tacoma,WA,27,47.25517,-122.44164,53053061400
98401,53053,Pierce,Tacoma,WA,27,47.25301,-122.43713,53053061601
98396,53053,Pierce,Wilkeson,WA,31,47.10964,-122.04732,53053070206
98394,53053,Pierce,Vaughn,WA,26,47.34347,-122.76355,53053072601
98392,53035,Kitsap,Suquamish,WA,23,47.73162,-122.55242,53035940100
98391,53053,Pierce,Bonney Lake,WA,31,47.19175,-122.17144,53053070312
98390,53053,Pierce,Sumner,WA,31,47.2022,-122.23972,53053073301
98388,53053,Pierce,Steilacoom,WA,28,47.17303,-122.59802,53053072109
98387,53053,Pierce,Spanaway,WA,29,47.06512,-122.41046,53053071403
98385,53053,Pierce,South Prairie,WA,31,47.13954,-122.09624,53053070204
98383,53035,Kitsap,Silverdale,WA,23,47.65171,-122.69275,53035091302
98382,53031,Jefferson,Sequim,WA,24,48.07965,-123.10367,53031950501
98381,53009,Clallam,Sekiu,WA,24,48.25978,-124.30041,53009002400
98380,53035,Kitsap,Seabeck,WA,35,47.64509,-122.81585,53035091301
98377,53041,Lewis,Randle,WA,20,46.53534,-121.95585,53041972000
98376,53031,Jefferson,Quilcene,WA,24,47.82642,-122.8775,53031950202
98375,53053,Pierce,Puyallup,WA,25,47.10424,-122.30855,53053071309
98374,53053,Pierce,Puyallup,WA,25,47.13959,-122.27575,53053071209
98373,53053,Pierce,Puyallup,WA,25,47.13795,-122.2988,53053071206
98372,53053,Pierce,Edgewood,WA,31,47.19047,-122.28718,53053073502
98371,53053,Pierce,Puyallup,WA,25,47.19045,-122.29521,53053940010
98370,53035,Kitsap,Poulsbo,WA,23,47.73689,-122.64681,53035090201
98368,53031,Jefferson,Port Townsend,WA,24,48.1212,-122.77263,53031950501
98367,53035,Kitsap,Port Orchard,WA,35,47.50645,-122.68516,53035092102
98366,53035,Kitsap,Port Orchard,WA,26,47.54103,-122.63847,53035092600
98365,53031,Jefferson,Port Ludlow,WA,24,47.92989,-122.68475,53031950302
98363,53009,Clallam,Port Angeles,WA,24,48.11893,-123.46101,53009000800
98362,53009,Clallam,Port Angeles,WA,24,48.11892,-123.43112,53009000900
98361,53041,Lewis,Packwood,WA,20,46.61018,-121.66932,53041972000
98360,53053,Pierce,Orting,WA,31,47.09596,-122.20166,53053070404
98359,53035,Kitsap,Olalla,WA,26,47.42602,-122.54729,53035092803
98358,53031,Jefferson,Nordland,WA,24,48.05105,-122.69107,53031950400
98357,53009,Clallam,Neah Bay,WA,24,48.36778,-124.62735,53009940000
98356,53041,Lewis,Morton,WA,20,46.5554,-122.27514,53041971900
98355,53041,Lewis,Mineral,WA,20,46.71902,-122.18768,53041971800
98354,53033,King,Milton,WA,30,47.24898,-122.32172,53033030403
98351,53053,Pierce,Longbranch,WA,26,47.21454,-122.75905,53053072603
98349,53053,Pierce,Lakebay,WA,26,47.25035,-122.75493,53053072603
98346,53035,Kitsap,Kingston,WA,23,47.79802,-122.4977,53035090102
98345,53035,Kitsap,Keyport,WA,23,47.70251,-122.62316,53035091100
98344,53053,Pierce,Kapowsin,WA,2,46.98436,-122.23469,53053073119
98342,53035,Kitsap,Indianola,WA,23,47.7487,-122.51843,53035940000
98340,53035,Kitsap,Hansville,WA,23,47.91795,-122.54758,53035090101
98339,53031,Jefferson,Port Hadlock,WA,24,48.03591,-122.75878,53031950400
98338,53053,Pierce,Graham,WA,2,47.05703,-122.29477,53053073119
98337,53035,Kitsap,Bremerton,WA,26,47.565,-122.62749,53035080600
98336,53041,Lewis,Glenoma,WA,20,46.53072,-122.13017,53041971900
98335,53053,Pierce,Gig Harbor,WA,26,47.328,-122.58009,53053072407
98333,53053,Pierce,Fox Island,WA,26,47.27375,-122.65107,53053072410
98332,53053,Pierce,Gig Harbor,WA,26,47.34235,-122.58964,53053072506
98331,53009,Clallam,Forks,WA,24,47.95014,-124.38543,53009000300
98330,53053,Pierce,Elbe,WA,2,46.76455,-122.19367,53053073200
98329,53035,Kitsap,Gig Harbor,WA,26,47.38336,-122.6658,53035092902
98328,53053,Pierce,Eatonville,WA,2,46.86733,-122.26832,53053073006
98327,53053,Pierce,Dupont,WA,28,47.09583,-122.62954,53053072802
98326,53009,Clallam,Clallam Bay,WA,24,48.25371,-124.26015,53009002400
98325,53031,Jefferson,Chimacum,WA,24,48.01182,-122.77328,53031950301
98323,53053,Pierce,Carbonado,WA,31,47.08041,-122.04745,53053070206
98321,53053,Pierce,Buckley,WA,31,47.16299,-122.02523,53053070206
98320,53031,Jefferson,Brinnon,WA,24,47.69838,-122.89646,53031950702
98315,53035,Kitsap,Silverdale,WA,23,47.68848,-122.70611,53035090300
98314,53035,Kitsap,Bremerton,WA,26,47.56171,-122.64889,53035081400
98312,53035,Kitsap,Bremerton,WA,26,47.56739,-122.6563,53035081100
98311,53035,Kitsap,Bremerton,WA,23,47.62631,-122.60915,53035091702
98310,53035,Kitsap,Bremerton,WA,23,47.5752,-122.61136,53035080102
98305,53009,Clallam,Beaver,WA,24,48.05431,-124.33152,53009002400
98304,53041,Lewis,Ashford,WA,20,46.75908,-122.03243,53041971800
98303,53053,Pierce,Anderson Island,WA,28,47.17794,-122.67876,53053072603
98297,53055,San Juan,Waldron,WA,40,48.68843,-123.03598,53055960103
98296,53061,Snohomish,Snohomish,WA,1,47.87115,-122.1389,53061052113
98295,53073,Whatcom,Sumas,WA,42,48.99976,-122.26495,53073010202
98294,53061,Snohomish,Sultan,WA,39,47.8623,-121.81688,53061053802
98292,53061,Snohomish,Stanwood,WA,38,48.24159,-122.37265,53061940002
98290,53061,Snohomish,Snohomish,WA,44,47.91265,-122.09305,53061052401
98288,53033,King,Skykomish,WA,39,47.71192,-121.35912,53033032800
98286,53055,San Juan,Shaw Island,WA,40,48.58348,-122.92991,53055960502
98284,53057,Skagit,Sedro-Woolley,WA,39,48.50858,-122.23857,53057951503
98283,53057,Skagit,Rockport,WA,39,48.48758,-121.59274,53057951102
98282,53029,Island,Camano Island,WA,10,48.23986,-122.40049,53029971600
98281,53073,Whatcom,Point Roberts,WA,42,48.98867,-123.05688,53073011000
98280,53055,San Juan,Orcas,WA,40,48.5982,-122.94093,53055960102
98279,53055,San Juan,Olga,WA,40,48.62356,-122.8357,53055960101
98277,53029,Island,Oak Harbor,WA,10,48.29077,-122.64682,53029970500
98276,53073,Whatcom,Nooksack,WA,42,48.92857,-122.32181,53073010201
98275,53061,Snohomish,Mukilteo,WA,21,47.89908,-122.29196,53061041301
98274,53057,Skagit,Mount Vernon,WA,10,48.4152,-122.32295,53057952404
98273,53057,Skagit,Mount Vernon,WA,40,48.41644,-122.33891,53057952304
98272,53061,Snohomish,Monroe,WA,39,47.8526,-121.98087,53061052203
98271,53061,Snohomish,Marysville,WA,39,48.11026,-122.1677,53061052701
98270,53061,Snohomish,Marysville,WA,38,48.06114,-122.1769,53061052905
98267,53057,Skagit,Marblemount,WA,39,48.52739,-121.41604,53057951102
98266,53073,Whatcom,Maple Falls,WA,42,48.92369,-122.07728,53073010102
98264,53073,Whatcom,Lynden,WA,42,48.9429,-122.45079,53073010303
98263,53057,Skagit,Lyman,WA,39,48.52525,-122.05976,53057951000
98262,53073,Whatcom,Lummi Island,WA,42,48.72052,-122.68326,53073010900
98261,53055,San Juan,Lopez Island,WA,40,48.52342,-122.91395,53055960501
98260,53029,Island,Langley,WA,10,48.0399,-122.40618,53029972000
98258,53061,Snohomish,Lake Stevens,WA,44,48.01497,-122.06402,53061052606
98257,53057,Skagit,La Conner,WA,10,48.38874,-122.49724,53057940801
98256,53061,Snohomish,Index,WA,39,47.82035,-121.55352,53061053801
98255,53057,Skagit,Hamilton,WA,39,48.51819,-121.98881,53057951000
98253,53029,Island,Greenbank,WA,10,48.08827,-122.56817,53029971301
98252,53061,Snohomish,Granite Falls,WA,39,48.08157,-121.96931,53061053606
98251,53061,Snohomish,Gold Bar,WA,39,47.85565,-121.69743,53061053803
98250,53055,San Juan,Friday Harbor,WA,40,48.53448,-123.01648,53055960302
98249,53029,Island,Freeland,WA,10,48.00956,-122.52664,53029971800
98248,53073,Whatcom,Ferndale,WA,42,48.84787,-122.5945,53073010600
98247,53073,Whatcom,Everson,WA,42,48.92009,-122.34527,53073010701
98245,53055,San Juan,Eastsound,WA,40,48.69389,-122.91109,53055960103
98244,53073,Whatcom,Deming,WA,42,48.82651,-122.21723,53073010101
98243,53055,San Juan,Orcas Is,WA,40,48.61989,-123.00026,53055960103
98241,53057,Skagit,Darrington,WA,39,48.25431,-121.60421,53057951102
98240,53073,Whatcom,Custer,WA,42,48.91865,-122.64219,53073010407
98239,53029,Island,Coupeville,WA,10,48.21857,-122.68558,53029971000
98237,53057,Skagit,Concrete,WA,39,48.53892,-121.7515,53057951101
98236,53029,Island,Clinton,WA,10,47.9796,-122.35803,53029972100
98235,53057,Skagit,Clearlake,WA,39,48.46376,-122.23452,53057951300
98233,53057,Skagit,Burlington,WA,40,48.46846,-122.33029,53057951600
98232,53057,Skagit,Bow,WA,40,48.56045,-122.397,53057950801
98230,53073,Whatcom,Blaine,WA,42,48.99404,-122.74888,53073010407
98229,53073,Whatcom,Bellingham,WA,40,48.7449,-122.45486,53073000903
98226,53073,Whatcom,Bellingham,WA,40,48.7999,-122.49756,53073000804
98225,53073,Whatcom,Bellingham,WA,42,48.75245,-122.47107,53073000502
98224,53033,King,Baring,WA,39,47.77193,-121.48491,53033032800
98223,53061,Snohomish,Arlington,WA,39,48.19471,-122.1264,53061053506
98221,53057,Skagit,Anacortes,WA,40,48.51748,-122.61214,53057940403
98220,53073,Whatcom,Acme,WA,42,48.71768,-122.20348,53073010103
98208,53061,Snohomish,Everett,WA,44,47.89251,-122.18637,53061041605
98206,53061,Snohomish,Everett,WA,38,48.01306,-122.31902,53061052104
98204,53061,Snohomish,Everett,WA,21,47.88936,-122.27557,53061041809
98203,53061,Snohomish,Everett,WA,38,47.94949,-122.23019,53061041400
98201,53061,Snohomish,Everett,WA,38,47.97659,-122.20596,53061040700
98199,53033,King,Seattle,WA,36,47.65908,-122.40092,53033005700
98198,53033,King,Des Moines,WA,30,47.40139,-122.32192,53033030102
98188,53033,King,Tukwila,WA,11,47.43473,-122.29179,53033028200
98178,53033,King,Renton,WA,37,47.49461,-122.23825,53033026101
98177,53033,King,Shoreline,WA,32,47.72238,-122.36498,53033020100
98168,53033,King,Burien,WA,33,47.50314,-122.3317,53033027100
98166,53033,King,Burien,WA,34,47.46593,-122.34102,53033027902
98164,53033,King,Seattle,WA,43,47.60574,-122.3326,53033008102
98158,53033,King,Seatac,WA,33,47.45898,-122.30174,53033028402
98155,53033,King,Shoreline,WA,32,47.75781,-122.3175,53033021000
98148,53033,King,Burien,WA,33,47.46233,-122.32863,53033028500
98146,53033,King,Burien,WA,34,47.49408,-122.36178,53033026802
98144,53033,King,Seattle,WA,37,47.57874,-122.30866,53033009400
98136,53033,King,Seattle,WA,34,47.53755,-122.38415,53033010501
98134,53033,King,Seattle,WA,37,47.58616,-122.32741,53033009300
98133,53033,King,Shoreline,WA,32,47.71871,-122.35029,53033020700
98126,53033,King,Seattle,WA,34,47.54701,-122.36893,53033010702
98125,53033,King,Seattle,WA,46,47.72656,-122.30253,53033000900
98124,53033,King,Seattle,WA,11,47.58064,-122.32851,53033009300
98122,53033,King,Seattle,WA,37,47.60803,-122.31009,53033007800
98121,53033,King,Seattle,WA,36,47.61578,-122.34468,53033008003
98119,53033,King,Seattle,WA,36,47.64586,-122.3684,53033006900
98118,53033,King,Seattle,WA,37,47.55115,-122.2668,53033011001
98117,53033,King,Seattle,WA,36,47.70044,-122.38418,53033003202
98116,53033,King,Seattle,WA,34,47.57894,-122.41067,53033009600
98115,53033,King,Seattle,WA,46,47.68156,-122.31676,53033002100
98112,53033,King,Seattle,WA,43,47.64085,-122.30207,53033006300
98110,53035,Kitsap,Bainbridge Island,WA,23,47.62728,-122.521,53035090902
98109,53033,King,Seattle,WA,36,47.63824,-122.35022,53033007002
98108,53033,King,Seattle,WA,37,47.55379,-122.30346,53033010001
98107,53033,King,Seattle,WA,36,47.67597,-122.38591,53033003202
98106,53033,King,Seattle,WA,34,47.54287,-122.35163,53033010800
98105,53033,King,Seattle,WA,46,47.66127,-122.31307,53033004102
98104,53033,King,Seattle,WA,43,47.60357,-122.32945,53033008401
98103,53033,King,Seattle,WA,43,47.67596,-122.35436,53033004800
98102,53033,King,Seattle,WA,43,47.63433,-122.32427,53033006100
98101,53033,King,Seattle,WA,43,47.61085,-122.34223,53033008101
98092,53033,King,Auburn,WA,31,47.3199,-122.1821,53033031000
98087,53061,Snohomish,Lynnwood,WA,21,47.85727,-122.27981,53061051804
98077,53033,King,Woodinville,WA,45,47.75425,-122.07326,53033032311
98075,53033,King,Sammamish,WA,41,47.61344,-122.03539,53033032215
98074,53033,King,Sammamish,WA,45,47.60326,-122.02054,53033032316
98072,53033,King,Woodinville,WA,45,47.75448,-122.15545,53033021906
98070,53033,King,Vashon,WA,34,47.44929,-122.4573,53033027701
98068,53037,Kittitas,Snoqualmie Pass,WA,13,47.41873,-121.41203,53037975101
98065,53033,King,Snoqualmie,WA,5,47.52716,-121.82432,53033032604
98059,53033,King,Renton,WA,11,47.48718,-122.15734,53033031913
98058,53033,King,Renton,WA,11,47.4466,-122.08747,53033025702
98057,53033,King,Renton,WA,11,47.47532,-122.20489,53033025302
98056,53033,King,Newcastle,WA,41,47.50006,-122.1805,53033024703
98055,53033,King,Renton,WA,11,47.43876,-122.197,53033025805
98053,53033,King,Redmond,WA,45,47.68555,-122.03287,53033032333
98052,53033,King,Redmond,WA,45,47.67858,-122.13158,53033032323
98051,53033,King,Maple Valley,WA,5,47.35298,-121.98233,53033031603
98050,53033,King,Preston,WA,5,47.54369,-121.93846,53033032221
98047,53033,King,Pacific,WA,30,47.26465,-122.24692,53033030902
98045,53033,King,North Bend,WA,5,47.49348,-121.7831,53033032705
98043,53061,Snohomish,Mountlake Terrace,WA,1,47.78803,-122.31111,53061051301
98042,53033,King,Kent,WA,47,47.33778,-122.09124,53033031708
98040,53033,King,Mercer Island,WA,41,47.57816,-122.21238,53033024301
98039,53033,King,Medina,WA,48,47.61613,-122.23892,53033024200
98038,53033,King,Maple Valley,WA,5,47.39394,-122.04526,53033032011
98037,53061,Snohomish,Lynnwood,WA,32,47.83785,-122.27734,53061051601
98036,53061,Snohomish,Brier,WA,1,47.82557,-122.29245,53061051913
98035,53033,King,Kent,WA,33,47.3805,-122.23427,53033029701
98034,53033,King,Kirkland,WA,45,47.72201,-122.22901,53033021903
98033,53033,King,Kirkland,WA,48,47.67887,-122.2066,53033022702
98032,53033,King,Kent,WA,33,47.3807,-122.23741,53033029203
98031,53033,King,Kent,WA,11,47.41185,-122.17743,53033029306
98030,53033,King,Kent,WA,47,47.37483,-122.19975,53033029604
98029,53033,King,Issaquah,WA,5,47.54748,-122.00292,53033032221
98028,53033,King,Kenmore,WA,46,47.75892,-122.24369,53033022102
98027,53033,King,Issaquah,WA,5,47.5301,-122.03439,53033032104
98026,53061,Snohomish,Edmonds,WA,32,47.87166,-122.31768,53061050800
98024,53033,King,Fall City,WA,5,47.56812,-121.89086,53033032601
98023,53033,King,Federal Way,WA,30,47.3084,-122.36321,53033030101
98022,53033,King,Enumclaw,WA,31,47.20433,-121.99136,53033031302
98021,53061,Snohomish,Bothell,WA,1,47.8031,-122.18384,53061051926
98020,53061,Snohomish,Edmonds,WA,21,47.81116,-122.37689,53061050300
98019,53033,King,Duvall,WA,45,47.74068,-121.98609,53033032401
98014,53033,King,Carnation,WA,5,47.64901,-121.91353,53033032500
98012,53061,Snohomish,Bothell,WA,1,47.83448,-122.21061,53061052009
98011,53033,King,Bothell,WA,1,47.76144,-122.20563,53033021905
98010,53033,King,Black Diamond,WA,5,47.30893,-122.00143,53033031605
98008,53033,King,Bellevue,WA,48,47.63131,-122.11867,53033023300
98007,53033,King,Bellevue,WA,41,47.61334,-122.12053,53033023604
98006,53033,King,Bellevue,WA,41,47.55584,-122.12096,53033024902
98005,53033,King,Bellevue,WA,48,47.59246,-122.1718,53033022805
98004,53033,King,Bellevue,WA,41,47.61001,-122.1872,53033023901
98003,53033,King,Federal Way,WA,30,47.30151,-122.3303,53033030006
98002,53033,King,Auburn,WA,47,47.30507,-122.22285,53033030501
98001,53033,King,Auburn,WA,30,47.3074,-122.23035,53033030405
97701,41017,Deschutes,Bend,OR,,44.07027,-121.26522,41017001701
97477,41039,Lane,Springfield,OR,,44.04787,-123.01955,41039003302
97304,41053,Polk,Salem,OR,,44.94796,-123.05598,41053005301
97302,41047,Marion,Salem,OR,,44.93326,-123.04381,41047002102
97214,41051,Multnomah,Portland,OR,,45.50606,-122.64942,41051001101
97213,41051,Multnomah,Portland,OR,,45.53903,-122.60636,41051002901
97209,41051,Multnomah,Portland,OR,,45.5265,-122.6835,41051005102
97058,41065,Wasco,The Dalles,OR,,45.60172,-121.18329,41065970400
97027,41005,Clackamas,Gladstone,OR,,45.38059,-122.59479,41005022000
96818,15003,Honolulu,Honolulu,HI,,21.34183,-157.94001,15003007302
96752,15007,Kauai,Kekaha,HI,,21.96605,-159.71288,15007040900
96734,15003,Honolulu,Kailua,HI,,21.39688,-157.73946,15003981801
96706,15003,Honolulu,Ewa Beach,HI,,21.31431,-158.00833,15003008410
96151,06017,El Dorado,South Lake Tahoe,CA,,38.9332,-119.97424,6017030201
95903,06115,Yuba,Beale Afb,CA,,39.09432,-121.33729,6115040902
95833,06067,Sacramento,Sacramento,CA,,38.6244,-121.49839,6067007011
95747,06061,Placer,Roseville,CA,,38.80276,-121.33747,6061021044
95688,06095,Solano,Vacaville,CA,,38.35218,-121.99263,6095253101
95661,06061,Placer,Roseville,CA,,38.76451,-121.24072,6061020717
95630,06067,Sacramento,Folsom,CA,,38.68175,-121.16283,6067008509
95618,06113,Yolo,Davis,CA,,38.56612,-121.72209,6113010610
95616,06113,Yolo,Davis,CA,,38.54669,-121.74457,6113010611
95448,06097,Sonoma,Healdsburg,CA,,38.61064,-122.86883,6097153905
95401,06097,Sonoma,Santa Rosa,CA,,38.45663,-122.72292,6097153003
95131,06085,Santa Clara,San Jose,CA,,37.38603,-121.89502,6085504311
95128,06085,Santa Clara,San Jose,CA,,37.30942,-121.942,6085506301
95120,06085,Santa Clara,San Jose,CA,,37.21481,-121.86769,6085511905
95014,06085,Santa Clara,Cupertino,CA,,37.31913,-122.02929,6085507805
94941,06041,Marin,Mill Valley,CA,,37.90774,-122.54822,6041126100
94901,06041,Marin,San Rafael,CA,,37.97463,-122.53289,6041111002
94710,06001,Alameda,Berkeley,CA,,37.85103,-122.2962,6001423200
94707,06001,Alameda,Berkeley,CA,,37.90054,-122.27026,6001421400
94565,06013,Contra Costa,Pittsburg,CA,,38.01946,-121.88851,6013313204
94553,06013,Contra Costa,Martinez,CA,,38.01393,-122.13494,6013318000
94549,06013,Contra Costa,Lafayette,CA,,37.89077,-122.12813,6013350000
94538,06001,Alameda,Fremont,CA,,37.55148,-121.9833,6001442502
94535,06095,Solano,Travis Afb,CA,,38.27153,-121.93303,6095252802
94510,06095,Solano,Benicia,CA,,38.05285,-122.15351,6095252102
94501,06001,Alameda,Alameda,CA,,37.76707,-122.24584,6001428700
94303,06085,Santa Clara,Palo Alto,CA,,37.44719,-122.12576,6085510801
94132,06075,San Francisco,San Francisco,CA,,37.71377,-122.46709,6075031301
